filepath,source_class,target_class,split,variant
data/raw/garbage_v2/standardized_256/glass/glass_114.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1140.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1141.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1142.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1144.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1145.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1146.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1147.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1148.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1149.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1150.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1151.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1152.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1153.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1154.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1156.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1157.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1159.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1161.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1162.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1163.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1164.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1165.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1167.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1169.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_117.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1170.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1171.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1172.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1173.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1176.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1177.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1179.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1180.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1181.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1183.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1184.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1185.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1186.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1189.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1190.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1191.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1192.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1193.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1198.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1199.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_12.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_120.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1200.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1201.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1202.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1203.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1204.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1205.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_121.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1211.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1212.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1213.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1214.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1215.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1219.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_122.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1221.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1222.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1223.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1224.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1226.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1227.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1228.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1229.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_123.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1230.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1231.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1232.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1233.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1235.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1236.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1237.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_124.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1240.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1241.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1243.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1245.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1247.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1248.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1249.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1250.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1251.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1253.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1254.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1255.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1256.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1258.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_126.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1261.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1262.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1263.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1265.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1267.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1269.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_127.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1270.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1271.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1273.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1274.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1275.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1276.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1277.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1278.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1279.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_128.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1280.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1282.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1283.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1285.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1286.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1289.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_129.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1290.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1291.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1293.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1294.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1296.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1297.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1298.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1299.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_13.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_130.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1301.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1303.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1304.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1305.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1307.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1308.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1309.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_131.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1310.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1311.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1312.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1313.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1314.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1315.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1316.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1317.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1319.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_132.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1320.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1321.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1322.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1323.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1327.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1328.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1329.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_133.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1330.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1331.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1333.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1334.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1335.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1336.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1338.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1339.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_134.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1340.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1341.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1343.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1345.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1346.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1347.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1348.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1349.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1350.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1351.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1352.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1354.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1357.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1358.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1359.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1361.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1363.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1364.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1365.jpg,glass,metal_glass,train,standardized_256
data/raw/garbage_v2/standardized_256/glass/glass_1366.jpg,glass,metal_glass,train,standardized_256
